text,subject,task_type,difficulty,language,source_url,source_title,source_file
"Лабораторна робота №2 Вивчення резонансу в електричному коливальному контурі Обладн ання : 1. Джерело змінного струму (генератор прямокутних імпульсів); 2. амперметр 43122 -У; 3. Вольтметр 43124 -У; 4. Набірне поле «Школяр» (комутаційна панель, модулі: індуктивності з позначками на 220 мГн і 80 мГн, конденсатори на 23 мкФ і 14 мкФ, вимикач, з’єднувальні провідники, з’єднувальні елементи). У роботі фізичного практикуму «Вивчення резонансу в електричному коливальному контурі» з використанням мультиметрів для вимірювання частоти струму, індуктивності і ємності генератор використовується як джере ло змінного електричного струму. Прямі вимірювання ємності конденсатора та індуктивності котушки, а також зміна і вимірювання частоти підведеного струму дозволяє окрім спостереження явищ резонансу струму і напруги перевірити кількісно співвідношення між ре зонансною частотою, ємністю конденсатора та індуктивністю котушки .1 0LC Лабораторна установка, зібрана на основі набірного поля «Школяр», наведена на рис. 2. 1. Рис. 2. 1. У класах фізико -математичного профілю можливе виконання експеримен тальних завдань щодо дослідження резонансу напруги з метою розрахунку та експериментальної перевірки співвідношення між напругою , прикладеною до кола ДU , і напругою на котушці індуктивності і конденсаторі в колі РU : .1 CL R UU ДР 11 Порядок виконання роботи 1. Зберіть експериментальну установку за рис. 2.2, використавши генератор прямокутних імпульсів як джерел о змінного струму . 2. Увімкніть живлення генератора і замкніть вимикач на набірному полі.. 3. Пі дберіть значення ємності та індуктивності такими, щоб сила струму в колі була максимальною. Рис. 2. 2. 4. Виміряйте загальну напругу, напругу на індуктивності та на ємності. 5. Виміряйте частоту коливань в контурі. 6. Розімкн іть коло живлення і виміряйте мультиметрами значення індуктивності котушки і ємності конденсатора. 7. Перевірте кількісно співвідношення між резонансною частотою, ємністю конденсатора та індуктивністю котушки, оцініть справедливість формули : .1 0LC і зробіть висновки. 8. Складіть установку для отримання р езонансу струму за схемою (рис. 2.3). Рис. 2.3. 9. Увімкніть живлення установки. Підберіть такі значення ємності та індуктивності, щоб сила струму в колі була мінімальною, виміряйте частоту коливань у контурі . 10. Виміряйте загальний струм, струм індуктивності та струм ємності, порівняйте струми, зробіть відповідні висновки. Додаткове завдання : 1. Виконайте дослідження на резонанс струму та напруги в залежнос ті від частоти. 2. Перевірте співвідношення між напругою , прикладеною до кола ДU , і напругою на котушці індуктивності і конденсаторі в колі РU : .1 CL R UU ДР 12 Контрольні запитання 1. У чому полягає явище р езонансу? 2. Що називається резонансом напруг? 3. Що називається резонансом струмів? 4. Яка умова резонансу?",Бази даних,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Задача №4 І с п о с і б Нехай , ,x y z - вказані цілі числа. Тоді 6 x y z k    , k. Оскільки  3 3 2 3 3 23 3 x y z x y z x x y z x y z y z              , то 3 3 3 36 36 3 3 x y z k x y z x y z x y z yz    -    -   36 36 6 3 3 k kx y z y z xyz  -  -  Для довільних двох цілих чисел y і z або їх сума  y z ділиться на два, або ж їх добуток yz ділиться на два. Тоді при довільних цілих , , ,x y z k вираз  3y z xyz завжди ділиться на шість. Тому і вираз 36 36 6 3 3 k kx y z xyz - -  ділиться на шість. Отже, сума кубів вказаних чисел ділиться на 6. І І с п о с і б Подамо вираз 3 3 3x y z  у наступному вигляді 3 3 3 3 3 3x y z x y z x y z x y z     -       3 3 3x x y y z z x y z -  -  -     2 2 21 1 1 x x y y z z x y z -  -  -      1 1 1 1 1 1x x x y y y z z z x y z -   -   -     . Звідки 3 3 31 1 1 1 1 1 x y z x x x y y y z z z x y z   -   -   -     (8.4) Зауважимо, що з трьох послідовних цілих чисел одне завжди ділиться на три, і принаймні одне ділиться на два. Тому добуток трьох послідовних цілих чисел завжди ділиться на шість. Отже, кожен з перших трьох доданків правої частини рівності (8.4) ділиться на шість. За умовою останній доданок - вираз  x y z  - також ділиться на шість. І тому права час тина рівності (8.4), а разом з нею і ліва частина - вираз 3 3 3x y z  , ділиться на шість. Розв’язання задач 20 Більше того, з рівності (8.4) випливає, що сума кубів 3 3 3x y z  трьох цілих чисел ділиться на шість тоді і лише тоді, коли на шість ділиться сума цих чисел.",Право,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розрахуйте, скільки енергії витрачається на підігрівання 1 літра води з 20°C до 100°C.",Фізика,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняйте літературні стилі Тараса Шевченка та Івана Франка у їхніх поетичних творах.,Філологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Визначте вплив висотної будівлі на мікроклімат навколишньої території.,Екологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть маркетингову стратегію для нового продукту, враховуючи цільову аудиторію та конкурентів.",Економіка,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть есе на тему 'Вплив технологій на сучасне суспільство'.,Соціологія,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть презентацію про глобальні проблеми екології та їх вирішення.,Географія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть експеримент з визначення pH різних видів води та проаналізуйте результати.,Хімія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте вплив медіа на формування громадської думки в Україні.,Журналістика,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть плани уроків для учнів 5 класу на тему 'Екосистеми'.,Біологія,other,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Складіть і вирішіть систему рівнянь, яка описує задачу про дві річки, що перетинаються.",Математика,exam_preparation,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Аналізуйте і проаналізуйте поеми Лесі Українки на предмет використання символіки.,Філологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть проект з енергозбереження для вашого навчального закладу.,Фізика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть статтю про розвиток української мови в цифрову епоху.,Філологія,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть аналітичне дослідження впливу соціальних мереж на молодь.,Соціологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть бізнес-план для стартапу у сфері екологічних технологій.,Економіка,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняйте теорії еволюції в працях Чарльза Дарвіна та сучасних еволюційних біологів.,Біологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте різницю між класичним та сучасним мистецтвом через призму українських художників.,Мистецтво,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть програму для обробки даних, що включає статистичний аналіз на основі носіїв інформації.",Інформатика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть експеримент з визначення швидкості реакцій у різних умовах.,Хімія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Напишіть рецензію на новий роман українського автора, аналізуючи стилістичні прийоми.",Філологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Складіть і проаналізуйте план місцевої екологічної ініціативи.,Екологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть доповідь про досягнення української науки в XXI столітті.,Природничі науки,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Складіть діалог на тему 'Сучасні проблеми суспільства', включаючи різні точки зору.",Соціологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть концепцію стратегії сталого розвитку для населеного пункту.,Географія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проаналізуйте та інтерпретуйте дані з соціологічного опитування про рівень задоволеності населення.,Соціологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть мультимедійну презентацію про українські національні традиції.,Культура,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розрахуйте вартість виробництва екологічно чистого продукту на основі наданих даних.,Економіка,exam_preparation,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Опишіть вплив технологій на розвиток суспільства в контексті сучасних викликів.,Соціологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Створіть алгоритм для комп'ютерної програми, що розпізнає мову жестів.",Інформатика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проаналізуйте літературні образи в романах Ольги Кобилянської.,Філологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть новий метод навчання для дітей з особливими потребами.,Педагогіка,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Досліджуйте вплив алкоголю на організм людини, використовуючи наукові джерела.",Біологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Складіть реферат на тему 'Глобальні екологічні проблеми: виклики та рішення'.,Екологія,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть дизайн інтер'єру для навчального закладу з акцентом на екологічні матеріали.,Дизайн,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть аналітичну статтю про сучасні тенденції в українському кінематографі.,Кіномистецтво,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Складіть бізнес-модель для стартапу в IT-сфері, враховуючи всі етапи розробки.",Економіка,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проаналізуйте вплив медіа на формування політичних поглядів відомих українців.,Політологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Право», інтерпретувати результати та оформити звіт.",Право,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Психологія», інтерпретувати результати та оформити звіт.",Психологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «кислоти і луги»: проаналізувати умову, виконати розрахунки та зробити висновки.",Хімія,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «бренд» та оцінити їх переваги й недоліки.,Маркетинг,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «клітина»: проаналізувати умову, виконати розрахунки та зробити висновки.",Біологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «культура» та оцінити їх переваги й недоліки.,Історія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «цивільне право», порівняти декілька підходів та обґрунтувати вибір рішення.",Право,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «аналіз тексту»: проаналізувати умову, виконати розрахунки та зробити висновки.",Філологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «реклама»: проаналізувати умову, виконати розрахунки та зробити висновки.",Маркетинг,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «емоції» та оцінити їх переваги й недоліки.,Психологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Бази даних», інтерпретувати результати та оформити звіт.",Бази даних,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «реклама», порівняти декілька підходів та обґрунтувати вибір рішення.",Маркетинг,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «культура»: проаналізувати умову, виконати розрахунки та зробити висновки.",Історія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «періодична система»: проаналізувати умову, виконати розрахунки та зробити висновки.",Хімія,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «об'єктно-орієнтоване програмування» та оцінити їх переваги й недоліки.,Програмування,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Програмування», інтерпретувати результати та оформити звіт.",Програмування,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «генетика»: проаналізувати умову, виконати розрахунки та зробити висновки.",Біологія,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «лексика», порівняти декілька підходів та обґрунтувати вибір рішення.",Філологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Економіка», інтерпретувати результати та оформити звіт.",Економіка,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «SQL-запити», порівняти декілька підходів та обґрунтувати вибір рішення.",Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «структури даних», порівняти декілька підходів та обґрунтувати вибір рішення.",Програмування,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «похідна», порівняти декілька підходів та обґрунтувати вибір рішення.",Математика,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «матриці», порівняти декілька підходів та обґрунтувати вибір рішення.",Математика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «міжособистісне спілкування», порівняти декілька підходів та обґрунтувати вибір рішення.",Психологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «інвестиції»: проаналізувати умову, виконати розрахунки та зробити висновки.",Економіка,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «періодична система», порівняти декілька підходів та обґрунтувати вибір рішення.",Хімія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Історія», інтерпретувати результати та оформити звіт.",Історія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Філологія», інтерпретувати результати та оформити звіт.",Філологія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «історичні джерела» та оцінити їх переваги й недоліки.,Історія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «транзакції», порівняти декілька підходів та обґрунтувати вибір рішення.",Бази даних,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «системи рівнянь»: проаналізувати умову, виконати розрахунки та зробити висновки.",Математика,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «алгоритми» та оцінити їх переваги й недоліки.,Програмування,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «реляційна модель»: проаналізувати умову, виконати розрахунки та зробити висновки.",Бази даних,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «організм» та оцінити їх переваги й недоліки.,Біологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «інвестиції», порівняти декілька підходів та обґрунтувати вибір рішення.",Економіка,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «маркетингова стратегія», порівняти декілька підходів та обґрунтувати вибір рішення.",Маркетинг,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «мотивація»: проаналізувати умову, виконати розрахунки та зробити висновки.",Психологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «бренд», порівняти декілька підходів та обґрунтувати вибір рішення.",Маркетинг,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «тестування програм»: проаналізувати умову, виконати розрахунки та зробити висновки.",Програмування,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «інтеграли», порівняти декілька підходів та обґрунтувати вибір рішення.",Математика,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «матриці» та оцінити їх переваги й недоліки.,Математика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «транзакції»: проаналізувати умову, виконати розрахунки та зробити висновки.",Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «правовідносини», порівняти декілька підходів та обґрунтувати вибір рішення.",Право,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «ER-діаграма» та оцінити їх переваги й недоліки.,Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «витрати підприємства» та оцінити їх переваги й недоліки.,Економіка,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Маркетинг», інтерпретувати результати та оформити звіт.",Маркетинг,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Біологія», інтерпретувати результати та оформити звіт.",Біологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «молекули», порівняти декілька підходів та обґрунтувати вибір рішення.",Хімія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «сприйняття» та оцінити їх переваги й недоліки.,Психологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «ER-діаграма», порівняти декілька підходів та обґрунтувати вибір рішення.",Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «аналіз тексту» та оцінити їх переваги й недоліки.,Філологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «аналіз тексту», порівняти декілька підходів та обґрунтувати вибір рішення.",Філологія,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Математика», інтерпретувати результати та оформити звіт.",Математика,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «культура», порівняти декілька підходів та обґрунтувати вибір рішення.",Історія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «нормалізація баз даних»: проаналізувати умову, виконати розрахунки та зробити висновки.",Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «мотивація», порівняти декілька підходів та обґрунтувати вибір рішення.",Психологія,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати комплексну практичну роботу з теми «особистість»: проаналізувати умову, виконати розрахунки та зробити висновки.",Психологія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «прибуток» та оцінити їх переваги й недоліки.,Економіка,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Провести аналіз даних або матеріалів з дисципліни «Хімія», інтерпретувати результати та оформити звіт.",Хімія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Дослідити проблему з теми «реляційна модель», порівняти декілька підходів та обґрунтувати вибір рішення.",Бази даних,project,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «молекули» та оцінити їх переваги й недоліки.,Хімія,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Порівняти різні методи розв'язання задачі з теми «конкуренція» та оцінити їх переваги й недоліки.,Економіка,laboratory,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть проект, що демонструє взаємодію між різними екосистемами в Україні.",Екологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть наукову роботу про вплив зміни клімату на сільське господарство в Україні.,Географія,homework,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть дослідницький проект про альтернативні джерела енергії в Україні.,Фізика,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розв'яжіть складну задачу на векторні перетворення та надайте графічне зображення результату.,Математика,exam_preparation,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Підготуйте доповідь про сучасні методи лікування раку в Україні, застосовуючи статистичні дані.",Біологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте вплив соціальних мереж на молодь та підготуйте аналітичний звіт.,Соціологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть есе на тему 'Майбутнє української економіки в умовах глобалізації'.,Економіка,homework,3,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Проведіть експеримент з вивчення механічних властивостей матеріалів, проаналізуйте результати.",Хімія,laboratory,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Опишіть історичні події, що вплинули на формування української державності, та їх значення.",Історія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть маркетингову стратегію для вітчизняного бренду одягу, включаючи SWOT-аналіз.",Маркетинг,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть дисертацію про сучасні тенденції в освіті в Україні та їх вплив на навчальний процес.,Педагогіка,homework,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть програму для моделювання економічних процесів з використанням Python.,Інформатика,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте вплив культурних факторів на споживчі звички українців.,Культурологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйте аналітику з оцінки впливу корупції на економічний розвиток України.,Політологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть дослідження на тему генетичної модифікації рослин і її етичних аспектів.,Біотехнології,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть комп'ютерну гру, що відображає історію України, з використанням сучасних технологій.",Інформатика,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Вивчіть та проаналізуйте еволюцію української мови в контексті її історії.,Філологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте історію розвитку театрального мистецтва в Україні та підготуйте презентацію.,Театрознавство,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть наукову статтю про розвиток IT-індустрії в Україні та її перспективи.,Інформатика,homework,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Здійсніть аналіз сучасних архітектурних проектів в Україні, звертаючи увагу на інновації.",Архітектура,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть комплексне дослідження на тему екологічних проблем в Україні.,Екологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть план заходів для покращення туристичної привабливості України.,Туризм,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть аналітичний звіт про вплив медіа на формування громадської думки в Україні.,Журналістика,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть фізичний дослід на тему законів руху Ньютона з використанням реальних об'єктів.,Фізика,laboratory,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть проект з енергозбереження для шкільної будівлі з детальним обґрунтуванням.,Фізика,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте феномен українського фольклору та його вплив на сучасну культуру.,Фольклористика,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проведіть дослідження на тему гендерної рівності в Україні та підготуйте звіт.,Гендерні студії,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть наукову роботу про роль української культури в міжнародних відносинах.,Культурологія,homework,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Розробіть бізнес-план для стартапу в галузі екологічних технологій.,Економіка,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйте аналітичний огляд сучасних підходів до вивчення мов на прикладі української мови.,Філологія,reading,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проаналізуйте вплив цифрових технологій на освітній процес в Україні.,Педагогіка,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть проект на тему 'Сучасні українські митці: внесок у світове мистецтво'.,Мистецтво,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть есе про роль української ідентичності в світовій культурі.,Культурологія,homework,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Створіть комп'ютерну модель для вивчення фінансових ринків України.,Економіка,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Досліджуйте сучасні підходи до вивчення української літератури та їх вплив на учнів.,Філологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробіть інноваційний продукт на основі новітніх технологій, який може бути корисним для українського суспільства.",Інженерія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Підготуйте англомовну презентацію про українську мову та культуру для іноземних студентів.,Філологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Напишіть наукову статтю на тему 'Поміркованість і екстремізм в українському суспільстві'.,Соціологія,homework,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Проаналізуйте вплив мовної політики на культуру в Україні в контексті глобалізації.,Філологія,other,4,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробити проєкт з дисципліни «Хімія»: сформулювати вимоги, реалізувати основну частину, протестувати результат та оформити документацію.",Хімія,laboratory,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
Спроєктувати та реалізувати систему для розв'язання навчальної проблеми з дисципліни «Економіка».,Економіка,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробити проєкт з дисципліни «Бази даних»: сформулювати вимоги, реалізувати основну частину, протестувати результат та оформити документацію.",Бази даних,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробити проєкт з дисципліни «Маркетинг»: сформулювати вимоги, реалізувати основну частину, протестувати результат та оформити документацію.",Маркетинг,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Виконати дослідницький проєкт: зібрати матеріали, провести аналіз, порівняти підходи, зробити висновки та підготувати презентацію.",Економіка,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
"Розробити проєкт з дисципліни «Біологія»: сформулювати вимоги, реалізувати основну частину, протестувати результат та оформити документацію.",Біологія,project,5,uk,llm_relabelled,LLM relabelled task,llm_relabelled
